,TSLA,AAPL,NVDA
2019-09-12,16.391332626342773,53.967926025390625,4.584451198577881
2019-09-13,16.34666633605957,52.91802978515625,4.526483535766602
2019-09-16,16.187332153320312,53.19622039794922,4.4834418296813965
2019-09-17,16.319332122802734,53.3897590637207,4.504838943481445
2019-09-18,16.232667922973633,53.89051055908203,4.477719783782959
2019-09-19,16.440000534057617,53.45265579223633,4.4020891189575195
2019-09-20,16.041332244873047,52.67127227783203,4.296352386474609
2019-09-23,16.082000732421875,52.9107780456543,4.349841117858887
2019-09-24,14.880666732788086,52.65918731689453,4.2923712730407715
2019-09-25,15.24666690826416,53.46958541870117,4.434182167053223
2019-09-26,16.17066764831543,53.19380569458008,4.4120402336120605
2019-09-27,16.142000198364258,52.934967041015625,4.2732157707214355
2019-09-30,16.058000564575195,54.18080520629883,4.330685615539551
2019-10-01,16.312667846679688,54.33079528808594,4.328944206237793
2019-10-02,16.208667755126953,52.968833923339844,4.305060386657715
2019-10-03,15.535332679748535,53.418792724609375,4.510810852050781
2019-10-04,15.428667068481445,54.91621017456055,4.527230739593506
2019-10-07,15.847999572753906,54.92831039428711,4.585944652557373
2019-10-08,16.003332138061523,54.284820556640625,4.409303188323975
2019-10-09,16.302000045776367,54.921051025390625,4.4958815574646
2019-10-10,16.31599998474121,55.661293029785156,4.553601264953613
2019-10-11,16.525999069213867,57.141807556152344,4.6272430419921875
2019-10-14,17.130666732788086,57.059547424316406,4.640677452087402
2019-10-15,17.19266700744629,56.92649841308594,4.885487079620361
2019-10-16,17.316667556762695,56.69668197631836,4.831748008728027
2019-10-17,17.46466636657715,56.91682052612305,4.833739757537842
2019-10-18,17.1299991607666,57.19017791748047,4.739198684692383
2019-10-21,16.899999618530273,58.182010650634766,4.876531600952148
2019-10-22,17.038667678833008,58.04896545410156,4.866579055786133
2019-10-23,16.978666305541992,58.827919006347656,4.853643417358398
2019-10-24,19.978666305541992,58.92467498779297,4.897677421569824
2019-10-25,21.875333786010742,59.650413513183594,5.088749408721924
2019-10-28,21.847333908081055,60.24794006347656,5.144726276397705
2019-10-29,21.08133316040039,58.85452651977539,5.048443794250488
2019-10-30,21.000667572021484,58.84727096557617,5.0504350662231445
2019-10-31,20.994667053222656,60.17778015136719,5.0011749267578125
2019-11-01,20.887332916259766,61.88566970825195,5.040234565734863
2019-11-04,21.1646671295166,62.29208755493164,5.237027168273926
2019-11-05,21.148000717163086,62.202579498291016,5.2148847579956055
2019-11-06,21.77199935913086,62.22917938232422,5.165624618530273
2019-11-07,22.369333267211914,62.947383880615234,5.18328857421875
2019-11-08,22.47599983215332,63.119667053222656,5.169356346130371
2019-11-11,23.006000518798828,63.6195068359375,5.1793084144592285
2019-11-12,23.32866668701172,63.56125259399414,5.2148847579956055
2019-11-13,23.073999404907227,64.1702880859375,5.189012050628662
